species_count	selected_species_dirs	selected_species_names	gene_name	anatomical_entity	gene_tissue_label	gene_class	canonical_label	gene_number	anatomical_entity_letter	plot_label	selected_values_csv	n_species	mean_score	std_score	min_score	max_score	range_score	error_bar_low	error_bar_high	plot_order
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adipose tissue	H2AC11:adipose tissue	clustered	H2AC11:HGNC:4737	1	A	1:A	42.383750,29.790000,0.000000,56.640000	4	32.2034375	24.108576736622695	0.0	56.64	56.64	8.094860763377305	56.312014236622694	1
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	adult mammalian kidney	H2AC11:adult mammalian kidney	clustered	H2AC11:HGNC:4737	1	B	1:B	47.977500,34.000000,40.225000,0.000000	4	30.550624999999997	21.154419393966673	0.0	47.9775	47.9775	9.396205606033323	51.70504439396667	2
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	blood	H2AC11:blood	clustered	H2AC11:HGNC:4737	1	C	1:C	69.799429,44.250000,60.980000,58.120000	4	58.28735714285715	10.59643836550818	44.25	69.79942857142858	25.549428571428578	47.69091877734897	68.88379550836532	3
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebellum	H2AC11:cerebellum	clustered	H2AC11:HGNC:4737	1	D	1:D	0.000000,0.000000,46.875000,0.000000	4	11.71875	23.4375	0.0	46.875	46.875	0.0	35.15625	4
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	cerebral cortex	H2AC11:cerebral cortex	clustered	H2AC11:HGNC:4737	1	E	1:E	50.213333,0.000000,43.025000,44.970000	4	34.552083333333336	23.233915717832268	0.0	50.21333333333334	50.21333333333334	11.318167615501068	57.785999051165604	5
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	colon	H2AC11:colon	clustered	H2AC11:HGNC:4737	1	F	1:F	59.797647,28.980000,35.210000,58.925000	4	45.72816176470588	15.95033547458266	28.98	59.79764705882353	30.81764705882353	29.777826290123222	61.67849723928854	6
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	frontal cortex	H2AC11:frontal cortex	clustered	H2AC11:HGNC:4737	1	G	1:G	43.688333,0.000000,46.996667,0.000000	4	22.67125	26.213322573151117	0.0	46.99666666666667	46.99666666666667	0.0	48.88457257315112	7
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	heart	H2AC11:heart	clustered	H2AC11:HGNC:4737	1	H	1:H	53.513333,0.000000,42.023333,66.020000	4	40.38916666666667	28.653904054990353	0.0	66.02	66.02	11.735262611676315	69.04307072165702	8
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	hypothalamus	H2AC11:hypothalamus	clustered	H2AC11:HGNC:4737	1	I	1:I	44.334000,0.000000,40.830000,0.000000	4	21.291	24.626312025961177	0.0	44.334	44.334	0.0	45.91731202596118	9
4	human,bos_taurus,canis_lupus_familiaris,sus_scrofa	Homo sapiens,Bos taurus,Canis lupus familiaris,Sus scrofa	H2AC11	kidney	H2AC11:kidney	clustered	H2AC11:HGNC:4737	1	J	1:J	63.520000,32.850000,35.430000,0.000000	4	32.95	25.989663329870204	0.0	63.52	63.52	6.960336670129799	58.93966332987021	10
